Token Id,Game Lock,Lifecycle,Class,Origin,Birthday,Breeding Points,Attack,Accuracy,Movement Speed,Attack Speed,Defense,Vitality,Resistance,Magic,Mythic,Body,Face,Horn,Hooves,Mane,Tail
16687,Unlocked,Baby,Crystal,0,0,0,117,98,111,112,112,141,108,117,Double Mythic,Dark Crystal,Crystal Anger,Dark Crystal,Purple Shatter,Turquoise Shine,Purple Shatter
19249,Unlocked,Egg,Cloud,0,,,,,,,,,,,,,,,,,
5986,Unlocked,Adult,Candy,1,1638704574,7,142,123,185,112,151,204,180,128,,Pink Chocolate,Sweet Beaming,Strawberry Icecream,Pink Sprinkles,Chocolate Bar,Chocolate Bar
19625,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
5513,Unlocked,Adult,Moon,1,1638700041,7,112,145,297,128,138,160,112,181,,Green Moonrock,Other-Worldly Charm,Blue Eye,Gray Laser,Yellow Crater,Green Tentacle
5870,Unlocked,Adult,Heart,1,1638704186,8,148,123,117,237,180,112,198,123,,Pink Spot,Jazzy Vibes,Yellow Rune,Green Bow,Purple Frame,Pink Puff
5471,Unlocked,Adult,Heart,1,1638700577,7,162,112,145,206,202,123,185,134,,Pink Spot,Radiant Joy,Red Fossil,Pink Spot,Sunny Braid,Violet Braid
5815,Unlocked,Adult,Cloud,1,1638703380,8,161,172,140,159,134,134,149,123,,Night Rain,Stormy Horizon,Blue Umbrella,Night Rain,White Cloud,Golden Sun
19850,Unlocked,Egg,Moon,0,,,,,,,,,,,,,,,,,
5762,Unlocked,Adult,Candy,1,1638704948,7,182,134,188,145,123,176,150,112,,Mint Chocolate,Sugary Slyness,Strawberry Icecream,Blue Licorice,Strawberry Chocolate,Graham Cracker
16147,Unlocked,Egg,Star,0,,,,,,,,,,,,,,,,,
5519,Unlocked,Adult,Crystal,1,1638700985,7,128,128,212,112,176,222,123,170,,Purple Stone,Crystal Anger,Pink Spiral,Purple Stone,Purple Shine,Pink Shatter
5703,Unlocked,Adult,Flower,1,1638704154,8,136,117,264,225,112,175,117,157,,Green Meadow,Stout Determined,Brown Thorn,Calming Meadow,Brown Bark,Green Needle
6036,Unlocked,Adult,Candy,1,1638703758,8,118,140,171,128,112,193,195,112,,Caramel Nougat,Glazed Smooth,Strawberry Chocolate,Blue Licorice,Caramel Chocolate,Chocolate Bar
5572,Unlocked,Adult,Crystal,1,1638700205,7,123,123,189,123,156,242,140,149,,Pink Pattern,Crystal Anger,Turquoise Node,Turquoise Pattern,Purple Cascade,Pink Pearl
5985,Unlocked,Adult,Moon,1,1638704746,7,112,123,203,117,156,149,128,135,,Orange Moonrock,Blasting Boldness,Bronze Antenna,Gray Moonrock,Yellow Crater,Yellow Crater
5737,Unlocked,Adult,Cloud,1,1638704974,7,197,146,145,181,128,123,143,117,,Thunder Storm,Dumping Raincloud,Dark Lightning,Day Ice,Small Cloud,Dark Cloud
5776,Unlocked,Adult,Flower,1,1638703736,8,156,168,234,150,112,149,112,143,Single Mythic,Brown Oak,Fairy Flower,Green Oak,Orange Blossom,Pink Vine,Red Bush
5468,Unlocked,Adult,Candy,1,1638700849,7,136,123,206,112,134,156,126,134,,Blueberry Swirl,Sweet Smugness,Caramel Chocolate,Mint Chocolate,Graham Cracker,Strawberry Chocolate
5950,Unlocked,Adult,Heart,1,1638703980,8,148,128,112,278,178,117,181,123,,Green Bow,Radiant Joy,Yellow Rune,Pink Bow,Adorbs Braid,Orange Puff
17328,Unlocked,Egg,Omnom,0,,,,,,,,,,,,,,,,,
5805,Unlocked,Adult,Candy,1,1638704546,7,199,112,181,134,128,200,165,140,,Pink Sprinkles,Glazed Smooth,Chocolate Marshmallow,Pink Nougat,Chocolate Bar,Caramel Chocolate
5655,Unlocked,Adult,Heart,1,1638704298,7,156,128,117,228,218,123,201,128,,Orange Spot,Jazzy Vibes,Pink Mop,Turquoise Stripe,Orange Cowlick,Pink Puff
5755,Unlocked,Adult,Cloud,1,1638703572,8,235,160,128,192,128,151,184,112,,Ground Storm,Fluffy Smile,Yellow Umbrella,Night Ice,Small Cloud,Spikey Ice
5594,Unlocked,Adult,Moon,1,1638700347,7,112,162,188,112,158,149,117,176,,Orange Moonrock,Other-Worldly Charm,Silver Antenna,Turquoise Laser,Blue Flame,Yellow Crater
5646,Unlocked,Adult,Heart,1,1638704502,7,182,123,112,264,195,117,215,151,,Pink Spot,Radiant Joy,Violet Rune,Green Bow,Pink Frame,Pink Braid
5610,Unlocked,Adult,Cloud,1,1638700773,7,178,160,156,156,112,151,170,112,,Night Ice,Dumping Raincloud,Yellow Umbrella,Night Ice,Small Cloud,Blue Cloud
6055,Unlocked,Adult,Candy,1,1638703648,8,156,112,196,117,134,210,171,123,,Caramel Chocolate,Sweet Beaming,Strawberry Icecream,Caramel Nougat,Colorful Marshmallow,Chocolate Bar
19577,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
19883,Unlocked,Egg,Flower,0,,,,,,,,,,,,,,,,,
5581,Unlocked,Adult,Candy,1,1638700859,7,178,123,192,128,134,188,144,134,,Pink Sprinkles,Sweet Smugness,Strawberry Icecream,Blue Licorice,Sweet Treat,Pink Whip
5912,Unlocked,Adult,Cloud,1,1638703110,7,278,202,112,181,123,151,124,123,,Thunder Storm,Fluffy Smile,Blue Umbrella,Day Ice,Gray Cloud,Shatter Ice
5724,Unlocked,Adult,Candy,1,1638704622,7,142,145,164,123,128,195,187,117,,Blueberry Swirl,Sugary Slyness,Mint Chocolate,Blue Licorice,Strawberry Whip,Pink Whip
5567,Unlocked,Adult,Moon,1,1638700463,7,145,112,169,134,180,112,168,179,,Orange Moonrock,Vexed Voltage,Silver Orbital,Red Laser,Yellow Moonrock,Yellow Crater
5677,Unlocked,Adult,Moon,1,1638704828,7,123,128,186,112,172,163,123,211,,Turquoise Laser,Other-Worldly Charm,Silver Orbital,Blue Moonspot,Yellow Moonrock,Bronze Antenna
5792,Unlocked,Adult,Cloud,1,1638703532,8,266,152,112,256,117,134,172,123,,Fluffy Snow,Fluffy Smile,Fragmented Ice,Night Rain,Shatter Ice,Shatter Ice
20113,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
5720,Unlocked,Adult,Cloud,1,1638703006,7,200,193,123,214,123,117,147,112,Single Mythic,Thunder Storm,Fluffy Smile,Fragmented Ice,Thunder God,Shatter Ice,Shatter Ice
5482,Unlocked,Adult,Heart,1,1638700327,7,169,123,117,243,187,112,201,156,,Pink Bow,Haughty Huff,Pink Mop,Pink Stripe,Pink Braid,Green Wizard
17319,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
5832,Unlocked,Adult,Heart,1,1638703248,7,206,145,117,246,144,123,231,123,,Orange Spot,Jazzy Vibes,Pink Mop,Pink Spot,Orange Cowlick,Violet Braid
5920,Unlocked,Adult,Moon,1,1638703812,8,123,145,264,117,186,154,128,203,,Blue Moonspot,Blasting Boldness,Bronze Antenna,Turquoise Laser,Green Tentacle,Bronze Antenna
19623,Unlocked,Egg,Flower,0,,,,,,,,,,,,,,,,,
5681,Unlocked,Adult,Heart,1,1638704566,7,142,123,123,192,165,140,233,128,,Orange Spot,Radiant Joy,Violet Rune,Pink Smooth,Sunny Braid,Purple Plushy
16664,Unlocked,Baby,Candy,0,0,0,123,112,139,103,103,138,115,94,,Caramel Chocolate,Glazed Smooth,Strawberry Chocolate,Pink Nougat,Strawberry Chocolate,Caramel Chocolate
5570,Unlocked,Adult,Heart,1,1638700193,7,136,112,123,261,150,123,170,123,,Pink Stripe,Jazzy Vibes,Pink Mop,Pink Bow,Pink Braid,Pink Braid
5463,Unlocked,Adult,Cloud,1,1638700947,7,210,174,128,157,123,140,118,112,,Night Rain,Stormy Horizon,Fragmented Ice,Night Ice,Gray Cloud,Snowman
5575,Unlocked,Adult,Cloud,1,1638700487,7,189,134,134,192,117,128,169,145,,Day Ice,Dumping Raincloud,Fragmented Ice,Night Rain,Gray Cloud,Shatter Ice
5643,Unlocked,Adult,Candy,1,1638702934,7,216,112,226,112,128,222,172,117,Single Mythic,Pink Chocolate,Sweet Smugness,Caramel Chocolate,Pink Nougat,Gummy Bear,Strawberry Chocolate
5971,Unlocked,Adult,Candy,1,1638703934,8,117,117,145,112,140,156,138,168,,Caramel Chocolate,Sugary Slyness,Chocolate Marshmallow,Caramel Chocolate,Colorful Marshmallow,Chocolate Bar
5914,Unlocked,Adult,Heart,1,1638703782,8,142,145,140,211,165,128,190,112,,Pink Bow,Placid Mask,Green Mop,Green Bow,Sunny Braid,Red Plushy
5683,Unlocked,Adult,Heart,1,1638704070,8,136,123,140,237,162,117,164,140,,Orange Spot,Radiant Joy,Pink Mop,Pink Bow,Purple Frame,Purple Wizard
5722,Unlocked,Adult,Moon,1,1638704618,7,117,112,199,123,180,177,140,202,,Red Laser,Vexed Voltage,Green Eye,Gray Moonrock,Yellow Moonrock,Yellow Crater
5493,Unlocked,Adult,Candy,1,1638700553,7,136,117,188,117,128,237,170,117,,Caramel Nougat,Glazed Smooth,Chocolate Bar,Blueberry Swirl,Chocolate Bar,Colorful Marshmallow
5518,Unlocked,Adult,Crystal,1,1638700981,7,117,156,191,112,157,270,112,207,,Night Gem,Crystal Anger,Purple Node,Pink Stone,Purple Spikes,Turquoise Node
6015,Unlocked,Adult,Moon,1,1638705010,7,123,128,178,112,165,197,112,206,,Green Laser,Vexed Voltage,Purple Alien,Turquoise Laser,Yellow Moonrock,Green Moonrock
5548,Unlocked,Adult,Flower,1,1638700935,7,130,123,232,180,117,130,112,179,,Autumn Leaf,Fragrant Suave,Green Oak,Red Oak,Yellow Blade,Red Leaf
18455,Unlocked,Egg,Candy,0,,,,,,,,,,,,,,,,,
5641,Unlocked,Adult,Heart,1,1638702926,7,166,145,112,240,138,134,256,112,,Orange Spot,Placid Mask,Violet Fossil,Green Bow,Pink Braid,Orange Puff
19597,Unlocked,Egg,Crystal,0,,,,,,,,,,,,,,,,,
5970,Unlocked,Adult,Cloud,1,1638704874,7,170,166,123,139,128,117,124,134,,Night Rain,Sunny Skies,Dark Lightning,Night Ice,Golden Sun,Gray Cloud
5845,Unlocked,Adult,Moon,1,1638703018,7,128,134,236,112,151,206,123,217,,Blue Laser,Blasting Boldness,Purple Alien,Blue Moonspot,Green Tentacle,Bronze Antenna
5961,Unlocked,Adult,Cloud,1,1638704758,7,222,153,128,190,123,128,168,140,Single Mythic,Bright Lightning,Dumping Raincloud,Yellow Umbrella,Bright Lightning,Spikey Ice,Thunder God
5441,Unlocked,Adult,Flower,1,1638700969,7,124,128,226,208,140,136,140,175,,Green Oak,Fragrant Suave,Green Oak,Brown Meadow,Brown Bark,Red Bloom
16697,Unlocked,Baby,Star,0,0,0,128,127,117,98,117,98,112,123,,Midnight Glammer,Hard Metalhead,Silver Northstar,Dark Dashers,Intense Mulletspike,Coldblue Puff
5764,Unlocked,Adult,Candy,1,1638703902,8,192,112,223,112,128,295,165,112,,Pink Chocolate,Sugary Slyness,Strawberry Icecream,Caramel Chocolate,Caramel Chocolate,Yellow Whip
5897,Unlocked,Adult,Heart,1,1638703890,8,148,112,134,165,151,140,157,117,,Pink Bow,Jazzy Vibes,Yellow Rune,Pink Smooth,Purple Cowlick,Purple Plushy
20507,Unlocked,Egg,Candy,0,,,,,,,,,,,,,,,,,
20122,Unlocked,Egg,Candy,0,,,,,,,,,,,,,,,,,
5485,Unlocked,Adult,Crystal,1,1638700413,7,112,117,172,123,187,178,117,183,,Pink Gem,Crystal Anger,Red Needle,Purple Gem,Purple Shine,Purple Node
20092,Unlocked,Egg,Candy,0,,,,,,,,,,,,,,,,,
5947,Unlocked,Adult,Heart,1,1638704428,7,192,112,112,250,179,134,189,134,,Green Bow,Jazzy Vibes,Pink Mop,Pink Spot,Purple Cowlick,Red Plushy
16695,Unlocked,Egg,Cloud,0,,,,,,,,,,,,,,,,,
5684,Unlocked,Adult,Cloud,1,1638704074,8,223,173,123,222,112,140,176,112,,Night Rain,Fluffy Smile,Snowman Carrot,Bright Lightning,Small Cloud,White Cloud
19631,Unlocked,Egg,Candy,0,,,,,,,,,,,,,,,,,
5810,Unlocked,Adult,Cloud,1,1638704826,7,194,140,117,163,123,112,159,117,,Night Ice,Fluffy Smile,Dark Lightning,Fluffy Snow,Small Cloud,Blue Cloud
5700,Unlocked,Adult,Cloud,1,1638703354,8,195,167,123,185,123,145,149,145,Single Mythic,Night Ice,Dumping Raincloud,Thunder God,Night Rain,Blue Cloud,Gray Cloud
5931,Unlocked,Adult,Flower,1,1638703416,8,149,123,213,180,128,163,123,159,,Spring Leaf,Fragrant Suave,Pink Poppy,Spring Leaf,Red Vine,Red Bush
6053,Unlocked,Adult,Flower,1,1638704918,7,192,112,304,230,112,148,134,165,Single Mythic,Spring Leaf,Stout Determined,Yellow Thorn,Autumn Leaf,Brown Bark,Fairy Flower
5654,Unlocked,Adult,Candy,1,1638704290,7,170,123,173,112,128,236,158,112,,Pink Nougat,Sweet Beaming,Mint Chocolate,Caramel Chocolate,Chocolate Bar,Mint Chocolate
6031,Unlocked,Adult,Crystal,1,1638704770,7,151,128,173,134,151,223,123,149,,Turquoise Pattern,Polished Grin,Purple Needle,Night Gem,Pink Spikes,Turqoise Pearl
5777,Unlocked,Adult,Candy,1,1638703740,8,190,134,211,128,128,243,144,128,,Red Sprinkles,Sweet Beaming,Chocolate Marshmallow,Pink Nougat,Graham Cracker,Pink Whip
6039,Unlocked,Adult,Candy,1,1638704138,8,142,112,183,123,128,211,240,117,,Pink Sprinkles,Sugary Slyness,Strawberry Chocolate,Blueberry Swirl,Chocolate Bar,Chocolate Bar
5666,Unlocked,Adult,Crystal,1,1638703126,7,117,117,241,117,150,255,112,184,,Blue Shatter,Polished Grin,Pink Spiral,Blue Shatter,Turquoise Cascade,Turqoise Pearl
5600,Unlocked,Adult,Moon,1,1638700431,7,123,145,204,117,180,149,123,172,,Red Laser,Other-Worldly Charm,Blue Eye,Turquoise Laser,Gray Crater,Bronze Antenna
5452,Unlocked,Adult,Flower,1,1638701027,7,136,140,188,193,128,130,112,129,,Spring Leaf,Stout Determined,Green Poppy,Green Oak,Green Frond,Pink Bloom
5543,Unlocked,Adult,Flower,1,1638700893,7,154,123,233,179,140,161,117,155,,Spring Leaf,Stout Determined,Red Oak,Calming Meadow,Red Bark,Red Leaf
5532,Unlocked,Adult,Moon,1,1638700003,7,117,117,201,112,157,170,128,225,,Blue Laser,Other-Worldly Charm,Silver Antenna,Turquoise Laser,Green Moonrock,Bronze Antenna
5939,Unlocked,Adult,Cloud,1,1638703336,7,310,206,123,243,123,123,168,134,,Night Ice,Stormy Horizon,Snowman Carrot,Ground Storm,Golden Sun,Shatter Ice
5745,Unlocked,Adult,Moon,1,1638703714,8,134,128,204,128,180,154,117,223,,Turquoise Moonspot,Vexed Voltage,Green Eye,Blue Laser,Blue Flame,Silver Antenna
5638,Unlocked,Adult,Moon,1,1638703558,8,112,112,207,112,172,170,151,207,,Orange Moonrock,Cosmic Cheer,Silver Orbital,Gray Moonrock,Blue Flame,Bronze Antenna
6005,Unlocked,Adult,Flower,1,1638703042,7,130,128,197,165,134,124,112,154,,Green Blossom,Shady Sad,Pink Poppy,Autumn Leaf,Green Blade,Green Bush
15843,Unlocked,Baby,Cloud,0,0,0,113,107,126,124,126,98,110,112,,Thunder Storm,Dumping Raincloud,Yellow Umbrella,Day Ice,Spikey Ice,Golden Sun
5876,Unlocked,Adult,Moon,1,1638703696,8,117,112,197,134,200,161,112,188,,Blue Laser,Blasting Boldness,Silver Antenna,Blue Moonrock,Green Tentacle,Yellow Crater
20503,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
5910,Unlocked,Adult,Cloud,1,1638704822,7,204,189,128,196,134,128,136,112,Single Mythic,Fluffy Snow,Sunny Skies,Golden Sun,Thunder God,White Cloud,Spikey Ice
5913,Unlocked,Adult,Moon,1,1638703114,7,123,123,176,128,179,163,123,182,,Red Laser,Cosmic Cheer,Bronze Orbital,Turquoise Laser,Green Tentacle,Silver Antenna
5559,Unlocked,Adult,Moon,1,1638700827,7,123,112,218,112,186,142,123,243,,Turquoise Laser,Vexed Voltage,Green Alien,Green Moonspot,Yellow Moonrock,Blue Tentacle
6044,Unlocked,Adult,Cloud,1,1638703608,8,186,174,123,184,123,117,140,112,,Day Rain,Stormy Horizon,Blue Umbrella,Fluffy Snow,White Cloud,Shatter Ice
5887,Unlocked,Adult,Heart,1,1638704524,7,155,128,117,181,172,112,169,151,,Pink Smooth,Haughty Huff,Yellow Rune,Turquoise Stripe,Sunny Braid,Green Wizard
5469,Unlocked,Adult,Candy,1,1638700569,7,149,134,188,123,123,212,182,128,,Caramel Chocolate,Sweet Beaming,Caramel Chocolate,Pink Nougat,Chocolate Bar,Colorful Marshmallow
5588,Unlocked,Adult,Crystal,1,1638700269,8,140,112,153,140,151,229,140,149,,Pink Shatter,Polished Grin,Red Needle,Night Gem,Turquoise Cascade,Turquoise Node
5693,Unlocked,Adult,Candy,1,1638704406,7,149,117,169,134,117,219,126,112,,Blueberry Swirl,Sweet Smugness,Strawberry Chocolate,Caramel Chocolate,Caramel Chocolate,Graham Cracker
5753,Unlocked,Adult,Moon,1,1638702960,7,134,117,200,128,171,130,134,183,,Red Laser,Cosmic Cheer,Green Alien,Green Moonspot,Blue Flame,Orange Moonrock
17273,Unlocked,Egg,Crystal,0,,,,,,,,,,,,,,,,,
5866,Unlocked,Adult,Crystal,1,1638704650,7,117,128,128,123,156,195,117,123,,Pink Pattern,Stony Indifference,Turquoise Node,Pink Pattern,Pink Shale,Purple Geode
5795,Unlocked,Adult,Moon,1,1638703428,8,112,145,223,123,172,136,128,177,,Blue Laser,Other-Worldly Charm,Silver Orbital,Gray Laser,Yellow Crater,Orange Moonrock
5993,Unlocked,Adult,Heart,1,1638704060,7,174,112,117,240,151,134,205,117,,Pink Stripe,Haughty Huff,Violet Rune,Orange Spot,Sunny Braid,Orange Puff
5562,Unlocked,Adult,Moon,1,1638700513,7,145,112,226,140,191,130,112,198,,Blue Laser,Vexed Voltage,Blue Eye,Red Laser,Blue Flame,Silver Antenna
5565,Unlocked,Adult,Moon,1,1638700453,7,128,123,248,145,189,142,112,190,,Blue Moonspot,Blasting Boldness,Green Alien,Red Laser,Green Tentacle,Gray Crater
5483,Unlocked,Adult,Flower,1,1638700331,7,124,123,173,144,117,124,123,206,,Spring Leaf,Stout Determined,Pink Pollen,Autumn Leaf,Red Frond,Pink Bloom
5885,Unlocked,Adult,Flower,1,1638703066,7,148,112,208,171,134,148,145,137,,Green Oak,Fragrant Suave,Pink Poppy,Spring Leaf,Yellow Blade,Yellow Needle
5719,Unlocked,Adult,Crystal,1,1638703002,7,123,112,214,128,223,273,112,136,,Purple Stone,Stony Indifference,Turquoise Tower,Purple Shatter,Purple Shine,Pink Pearl
20067,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
6027,Unlocked,Adult,Flower,1,1638704262,7,142,134,201,165,134,149,140,157,,Green Blossom,Fragrant Suave,Green Oak,Green Oak,Green Blade,Red Bloom
20104,Unlocked,Egg,Flower,0,,,,,,,,,,,,,,,,,
5879,Unlocked,Adult,Moon,1,1638703860,8,117,140,205,123,170,149,134,203,,Green Moonrock,Vexed Voltage,Silver Antenna,Gray Laser,Blue Flame,Bronze Antenna
5553,Unlocked,Adult,Heart,1,1638700157,7,160,134,128,202,165,123,190,145,,Pink Spot,Jazzy Vibes,Violet Rune,Turquoise Stripe,Orange Cowlick,Green Wizard
5833,Unlocked,Adult,Flower,1,1638704824,7,149,134,241,202,123,136,117,137,,Brown Oak,Stout Determined,Green Poppy,Orange Blossom,Pink Vine,Yellow Needle
5521,Unlocked,Adult,Flower,1,1638700443,7,142,123,237,162,123,155,117,152,,Green Blossom,Stout Determined,Green Poppy,Orange Blossom,Brown Bark,Red Bloom
20498,Unlocked,Egg,Candy,0,,,,,,,,,,,,,,,,,
5648,Unlocked,Adult,Crystal,1,1638704438,7,117,123,188,128,144,207,123,136,,Pink Stone,Crystal Anger,Red Needle,Pink Pattern,Purple Shine,Pink Pearl
5726,Unlocked,Adult,Cloud,1,1638704992,7,182,147,151,198,117,140,170,128,,Night Ice,Stormy Horizon,Golden Sun,Bright Lightning,White Cloud,White Cloud
5797,Unlocked,Adult,Crystal,1,1638704174,7,128,140,224,123,162,242,117,161,,Pink Pattern,Pearly Whites,Turquoise Spiral,Pink Pattern,Turquoise Cascade,Turquoise Geode
5872,Unlocked,Adult,Candy,1,1638704270,7,161,123,205,117,140,214,157,134,,Blueberry Swirl,Sweet Beaming,Caramel Chocolate,Mint Chocolate,Chocolate Bar,Pink Whip
20097,Unlocked,Egg,Cloud,0,,,,,,,,,,,,,,,,,
17280,Unlocked,Egg,Crystal,0,,,,,,,,,,,,,,,,,
5444,Unlocked,Adult,Heart,1,1638700239,7,162,140,123,270,204,112,197,117,Single Mythic,Pink Spot,Haughty Huff,Violet Fossil,Lavender Smooth,Ultimate Princess,Pink Braid
5549,Unlocked,Adult,Cloud,1,1638700939,7,242,182,128,192,128,123,130,140,,Night Ice,Stormy Horizon,Dark Lightning,Thunder Storm,Golden Sun,Dark Cloud
6037,Unlocked,Adult,Heart,1,1638704132,7,136,140,123,208,150,112,178,145,,Pink Stripe,Haughty Huff,Pink Mop,Pink Spot,Orange Cowlick,Purple Plushy
19852,Unlocked,Egg,Moon,0,,,,,,,,,,,,,,,,,
5883,Unlocked,Adult,Cloud,1,1638704094,8,210,189,112,196,134,123,142,134,,Fluffy Snow,Stormy Horizon,Solid Ice,Ground Storm,Small Cloud,Dark Cloud
5766,Unlocked,Adult,Moon,1,1638703910,8,128,123,222,117,180,142,140,172,,Green Moonrock,Vexed Voltage,Green Alien,Blue Moonrock,Yellow Moonrock,Bronze Antenna
16683,Unlocked,Egg,Moon,0,,,,,,,,,,,,,,,,,
5996,Unlocked,Adult,Moon,1,1638704014,7,123,140,228,134,178,142,112,218,,Turquoise Moonspot,Cosmic Cheer,Blue Eye,Blue Moonrock,Red Flame,Orange Moonrock
5534,Unlocked,Adult,Flower,1,1638700011,7,124,140,217,201,123,124,128,208,,Green Meadow,Blossoming Smile,Green Poppy,Brown Meadow,Red Bark,Green Bush
5818,Unlocked,Adult,Candy,1,1638703438,8,162,112,172,145,145,199,138,123,,Mint Chocolate,Sweet Beaming,Graham Cracker,Pink Sprinkles,Caramel Chocolate,Strawberry Chocolate
19282,Unlocked,Egg,Crystal,0,,,,,,,,,,,,,,,,,
5801,Unlocked,Adult,Heart,1,1638704202,7,182,112,117,189,172,112,181,128,,Turquoise Stripe,Haughty Huff,Violet Fossil,Green Bow,Purple Cowlick,Violet Braid
5907,Unlocked,Adult,Cloud,1,1638703308,8,239,164,128,201,128,123,156,112,,Fluffy Snow,Stormy Horizon,Bright Lightning,Fluffy Snow,Shatter Ice,Blue Cloud
5804,Unlocked,Adult,Crystal,1,1638704542,7,112,112,185,112,202,232,134,170,,Pink Shatter,Crystal Anger,Purple Needle,Pink Pattern,Purple Spikes,Turquoise Geode
19692,Unlocked,Egg,Crystal,0,,,,,,,,,,,,,,,,,
5765,Unlocked,Adult,Crystal,1,1638703906,8,112,134,196,112,176,291,112,156,,Pink Shatter,Crystal Anger,Pink Spiral,Pink Pattern,Purple Shine,Pink Shatter
5927,Unlocked,Adult,Moon,1,1638704306,7,123,123,172,145,144,136,123,218,,Blue Moonspot,Cosmic Cheer,Silver Antenna,Blue Laser,Yellow Moonrock,Bronze Antenna
5496,Unlocked,Adult,Cloud,1,1638700357,7,187,147,112,221,112,134,136,123,,Night Rain,Dumping Raincloud,Dark Lightning,Ground Storm,Spikey Ice,White Cloud
19593,Unlocked,Egg,Candy,0,,,,,,,,,,,,,,,,,
16716,Unlocked,Egg,Cloud,0,,,,,,,,,,,,,,,,,
5867,Unlocked,Adult,Flower,1,1638704654,7,136,140,218,163,134,161,117,141,,Spring Leaf,Stout Determined,Pink Poppy,Green Blossom,Yellow Blade,Red Leaf
5480,Unlocked,Adult,Flower,1,1638700223,7,169,128,180,180,117,130,112,178,Single Mythic,Spring Leaf,Shady Sad,Pink Pollen,Spring Leaf,Green Frond,Fairy Flower
19554,Unlocked,Egg,Flower,0,,,,,,,,,,,,,,,,,
5579,Unlocked,Adult,Cloud,1,1638700255,8,301,230,112,235,112,112,162,123,,Ground Storm,Stormy Horizon,Fragmented Ice,Night Rain,Spikey Ice,Shatter Ice
5990,Unlocked,Adult,Cloud,1,1638703830,8,246,206,112,212,134,128,155,117,Single Mythic,Ground Storm,Stormy Horizon,Bright Lightning,Night Ice,Thunder God,Dark Cloud
5821,Unlocked,Adult,Heart,1,1638703256,8,129,112,140,202,178,123,173,151,,Pink Stripe,Jazzy Vibes,Yellow Rune,Pink Smooth,Orange Cowlick,Pink Braid
19818,Unlocked,Egg,Flower,0,,,,,,,,,,,,,,,,,
5929,Unlocked,Adult,Heart,1,1638703410,8,136,151,145,162,138,112,173,117,,Lavender Smooth,Haughty Huff,Red Fossil,Pink Smooth,Pink Frame,Purple Plushy
5597,Unlocked,Adult,Cloud,1,1638700907,7,202,164,134,202,112,145,156,123,,Night Ice,Stormy Horizon,Bright Lightning,Night Rain,Gray Cloud,Spikey Ice
16811,Unlocked,Egg,Omnom,0,,,,,,,,,,,,,,,,,
17354,Unlocked,Egg,Flower,0,,,,,,,,,,,,,,,,,
20654,Unlocked,Egg,Candy,0,,,,,,,,,,,,,,,,,
5896,Unlocked,Adult,Heart,1,1638703888,8,130,145,112,213,200,112,176,112,,Pink Smooth,Haughty Huff,Green Mop,Pink Stripe,Purple Cowlick,Orange Puff
5747,Unlocked,Adult,Heart,1,1638704226,7,142,117,123,270,156,128,213,112,,Lavender Smooth,Radiant Joy,Yellow Rune,Turquoise Stripe,Adorbs Braid,Violet Braid
6032,Unlocked,Adult,Cloud,1,1638704774,7,285,216,123,232,123,117,130,112,Single Mythic,Night Rain,Sunny Skies,Snowman Carrot,Night Rain,Thunder God,Golden Sun
20057,Unlocked,Egg,Flower,0,,,,,,,,,,,,,,,,,
5495,Unlocked,Adult,Flower,1,1638700561,7,149,134,204,165,123,136,112,174,,Spring Leaf,Fragrant Suave,Pink Pollen,Orange Blossom,Red Frond,Red Leaf
17353,Unlocked,Baby,Heart,0,0,0,127,98,98,146,116,117,125,103,,Lavender Smooth,Radiant Joy,Violet Fossil,Pink Stripe,Orange Cowlick,Pink Puff
5889,Unlocked,Adult,Moon,1,1638704532,7,140,117,186,117,201,136,128,196,,Green Laser,Cosmic Cheer,Green Eye,Blue Moonrock,Red Flame,Yellow Crater
5945,Unlocked,Adult,Moon,1,1638704856,8,134,117,246,112,191,142,156,210,,Turquoise Laser,Vexed Voltage,Green Eye,Gray Moonrock,Blue Tentacle,Yellow Crater
20130,Unlocked,Egg,Crystal,0,,,,,,,,,,,,,,,,,
5509,Unlocked,Adult,Cloud,1,1638700545,7,223,140,117,216,112,128,184,128,,Night Rain,Sunny Skies,Fragmented Ice,Night Ice,Golden Sun,Spikey Ice
5819,Unlocked,Adult,Heart,1,1638703442,8,130,112,128,257,184,123,209,112,,Pink Stripe,Placid Mask,Violet Fossil,Pink Spot,Purple Cowlick,Pink Braid
6054,Unlocked,Adult,Heart,1,1638704920,7,148,134,128,277,184,112,185,123,,Green Bow,Jazzy Vibes,Violet Fossil,Pink Stripe,Adorbs Braid,Purple Wizard
5593,Unlocked,Adult,Crystal,1,1638700343,7,134,117,160,134,163,236,134,124,,Pink Gem,Polished Grin,Red Needle,Night Gem,Turquoise Shine,Pink Pearl
5788,Unlocked,Adult,Crystal,1,1638704434,7,117,112,204,117,180,204,117,136,,Pink Gem,Stony Indifference,Red Needle,Pink Stone,Purple Cascade,Purple Geode
